"lesson_id","lesson_title","segment_id","segment_type","script_text_ar","script_text_support","delivery_note","target_duration_sec","repeatability","native_review_flag","export_state","planned_audio_filename","batch_id","production_status","row_kind","asset_stem","source_ref","planned_audio_asset_path"
"V2-A1-02-PREVIEW","First Real Word Success","L02_SEG_012","instruction_prompt","كتاب","Hear the word, then tap كتاب.","Instructional prompt. Keep the action verb crisp, leave one clean beat before the Arabic, and allow answer space at the end.","5","REPEATABLE","NOT_REQUIRED","READY","l02_ord_012_normal.mp3","BATCH_A","RECORDING_READY","NARRATION_SEGMENT","l02_ord_012","practice:hear_kitab_pick_word.prompt","lesson_02/voiceover/l02_ord_012_normal.mp3"
"V2-A1-02-PREVIEW","First Real Word Success","L02_SEG_013","instruction_prompt","كتاب","What does كتاب mean?","Instructional prompt. Keep the action verb crisp, leave one clean beat before the Arabic, and allow answer space at the end.","5","REPEATABLE","NOT_REQUIRED","READY","l02_ord_013_normal.mp3","BATCH_A","RECORDING_READY","NARRATION_SEGMENT","l02_ord_013","practice:see_kitab_pick_meaning.prompt","lesson_02/voiceover/l02_ord_013_normal.mp3"
"V2-A1-02-PREVIEW","First Real Word Success","L02_SEG_014","instruction_prompt","كتاب","Which whole-word shape is كتاب?","Instructional prompt. Keep the action verb crisp, leave one clean beat before the Arabic, and allow answer space at the end.","5","REPEATABLE","NOT_REQUIRED","READY","l02_ord_014_normal.mp3","BATCH_A","RECORDING_READY","NARRATION_SEGMENT","l02_ord_014","practice:recognize_kitab_shape.prompt","lesson_02/voiceover/l02_ord_014_normal.mp3"
"V2-A1-02-PREVIEW","First Real Word Success","L02_SEG_015","instruction_prompt","","The English prompt is all you get now. Type the Arabic word for book.","Instructional prompt. Keep the action verb crisp and allow a short answer pause at the end.","6","REPEATABLE","NOT_REQUIRED","READY","l02_ord_015_normal.mp3","BATCH_A","RECORDING_READY","NARRATION_SEGMENT","l02_ord_015","practice:recall_kitab_from_meaning.prompt","lesson_02/voiceover/l02_ord_015_normal.mp3"
"V2-A1-02-PREVIEW","First Real Word Success","L02_SEG_016","instruction_prompt","كتاب","Look at كتاب. Type its meaning.","Instructional prompt. Keep the action verb crisp, leave one clean beat before the Arabic, and allow answer space at the end.","5","REPEATABLE","NOT_REQUIRED","READY","l02_ord_016_normal.mp3","BATCH_A","RECORDING_READY","NARRATION_SEGMENT","l02_ord_016","practice:recall_meaning_of_kitab.prompt","lesson_02/voiceover/l02_ord_016_normal.mp3"
"V2-A1-02-PREVIEW","First Real Word Success","L02_SEG_017","instruction_prompt","كتاب","See كتاب, then say kitab once.","Instructional prompt. Keep the action verb crisp, leave one clean beat before the Arabic, and allow answer space at the end.","5","REPEATABLE","NOT_REQUIRED","READY","l02_ord_017_normal.mp3","BATCH_A","RECORDING_READY","NARRATION_SEGMENT","l02_ord_017","practice:say_kitab_once.prompt","lesson_02/voiceover/l02_ord_017_normal.mp3"
"V2-A1-02-PREVIEW","First Real Word Success","L02_AR_001","word","كتاب","display=كتاب ; transliteration=kitab ; meaning=book","Single Arabic word. Neutral model, one clean pronunciation, no extra sentence melody.","3","REPEATABLE","NOT_REQUIRED","READY","l02_ar_001_normal.mp3","BATCH_A","RECORDING_READY","ARABIC_ASSET","l02_ar_001","content:input_kitab_word","lesson_02/voiceover/l02_ar_001_normal.mp3"
"V2-A1-02-PREVIEW","First Real Word Success","L02_AR_002","list","كتاب / باب / قلم","display=كتاب / باب / قلم","Arabic list, not a sentence. Give each item its own beat and keep the order clean.","5","REPEATABLE","NOT_REQUIRED","READY","l02_ar_002_normal.mp3","BATCH_A","RECORDING_READY","ARABIC_ASSET","l02_ar_002","content:contrast_real_words","lesson_02/voiceover/l02_ar_002_normal.mp3"
"V2-A1-03-PREVIEW","One Word, Connected Shape","L03_SEG_001","opening","","One Word, Connected Shape","Short open. Calm lift on the first words, then a clean stop.","3","ONE_PASS","NOT_REQUIRED","READY","l03_ord_001_normal.mp3","BATCH_A","REVISE_REQUIRED","NARRATION_SEGMENT","l03_ord_001","lesson.title","lesson_03/voiceover/l03_ord_001_normal.mp3"
"V2-A1-03-PREVIEW","One Word, Connected Shape","L03_SEG_002","opening","باب ب","You can recognize and recall باب as the Arabic word for door, giving you two real words in Stage A while noticing how the same ب family changes shape inside the word.","Steady overview line. Keep the English flowing and slow slightly around Arabic inserts.","9","ONE_PASS","NOT_REQUIRED","READY","l03_ord_002_normal.mp3","BATCH_A","REVISE_REQUIRED","NARRATION_SEGMENT","l03_ord_002","lesson.outcomeSummary","lesson_03/voiceover/l03_ord_002_normal.mp3"
"V2-A1-03-PREVIEW","One Word, Connected Shape","L03_SEG_003","opening","باب ب","Recognize and recall باب as a real connected word while noticing how the repeated ب family changes position inside it.","Steady overview line. Keep the English flowing and slow slightly around Arabic inserts.","7","ONE_PASS","NOT_REQUIRED","READY","l03_ord_003_normal.mp3","BATCH_A","REVISE_REQUIRED","NARRATION_SEGMENT","l03_ord_003","objective:recognize_recall_bab_connected_word","lesson_03/voiceover/l03_ord_003_normal.mp3"
"V2-A1-03-PREVIEW","One Word, Connected Shape","L03_SEG_004","section_header","","Lesson Goal","Short open. Calm lift on the first words, then a clean stop.","3","ONE_PASS","NOT_REQUIRED","READY","l03_ord_004_normal.mp3","BATCH_A","REVISE_REQUIRED","NARRATION_SEGMENT","l03_ord_004","content:goal_bab_word.title","lesson_03/voiceover/l03_ord_004_normal.mp3"
"V2-A1-03-PREVIEW","One Word, Connected Shape","L03_SEG_005","teaching_narration","","Learn one new real word and notice how Arabic connection works inside it without turning the lesson into isolated letter drill.","Teaching line. Warm, calm, and conversational with one clear sentence boundary.","6","ONE_PASS","NOT_REQUIRED","READY","l03_ord_005_normal.mp3","BATCH_A","REVISE_REQUIRED","NARRATION_SEGMENT","l03_ord_005","content:goal_bab_word.body","lesson_03/voiceover/l03_ord_005_normal.mp3"
"V2-A1-03-PREVIEW","One Word, Connected Shape","L03_SEG_006","section_header","","Whole Word First","Short open. Calm lift on the first words, then a clean stop.","3","ONE_PASS","NOT_REQUIRED","READY","l03_ord_006_normal.mp3","BATCH_A","REVISE_REQUIRED","NARRATION_SEGMENT","l03_ord_006","content:input_bab_word.title","lesson_03/voiceover/l03_ord_006_normal.mp3"
"V2-A1-03-PREVIEW","One Word, Connected Shape","L03_SEG_007","teaching_narration","باب","Meet باب as a whole word meaning door. Learn the word first, then let the script behavior become visible inside it.","Teaching line. Warm and clear. Slow slightly around the Arabic and return to the base pace after it.","7","ONE_PASS","NOT_REQUIRED","READY","l03_ord_007_normal.mp3","BATCH_A","REVISE_REQUIRED","NARRATION_SEGMENT","l03_ord_007","content:input_bab_word.body","lesson_03/voiceover/l03_ord_007_normal.mp3"
"V2-A1-03-PREVIEW","One Word, Connected Shape","L03_SEG_008","section_header","","Connection Inside One Word","Short open. Calm lift on the first words, then a clean stop.","3","ONE_PASS","NOT_REQUIRED","READY","l03_ord_008_normal.mp3","BATCH_A","REVISE_REQUIRED","NARRATION_SEGMENT","l03_ord_008","content:connection_note_inside_word.title","lesson_03/voiceover/l03_ord_008_normal.mp3"
"V2-A1-03-PREVIEW","One Word, Connected Shape","L03_SEG_009","teaching_narration","باب ب","In باب, the same ب family appears at the beginning and end of a real word. The shape changes with position, but the word still stays one meaningful item.","Teaching line. Warm and clear. Slow slightly around the Arabic and return to the base pace after it.","8","ONE_PASS","NOT_REQUIRED","READY","l03_ord_009_normal.mp3","BATCH_A","REVISE_REQUIRED","NARRATION_SEGMENT","l03_ord_009","content:connection_note_inside_word.body","lesson_03/voiceover/l03_ord_009_normal.mp3"
"V2-A1-03-PREVIEW","One Word, Connected Shape","L03_SEG_010","section_header","","Compare Whole Words","Short open. Calm lift on the first words, then a clean stop.","3","ONE_PASS","NOT_REQUIRED","READY","l03_ord_010_normal.mp3","BATCH_A","REVISE_REQUIRED","NARRATION_SEGMENT","l03_ord_010","content:contrast_known_words.title","lesson_03/voiceover/l03_ord_010_normal.mp3"
"V2-A1-03-PREVIEW","One Word, Connected Shape","L03_SEG_011","teaching_narration","باب","Use whole-word contrast here. The learner should see باب as door, not as a pile of isolated letters.","Teaching line. Warm and clear. Slow slightly around the Arabic and return to the base pace after it.","6","ONE_PASS","NOT_REQUIRED","READY","l03_ord_011_normal.mp3","BATCH_A","REVISE_REQUIRED","NARRATION_SEGMENT","l03_ord_011","content:contrast_known_words.body","lesson_03/voiceover/l03_ord_011_normal.mp3"
"V2-A1-03-PREVIEW","One Word, Connected Shape","L03_SEG_012","instruction_prompt","باب","Hear the word, then tap باب.","Instructional prompt. Keep the action verb crisp, leave one clean beat before the Arabic, and allow answer space at the end.","5","REPEATABLE","NOT_REQUIRED","READY","l03_ord_012_normal.mp3","BATCH_A","REVISE_REQUIRED","NARRATION_SEGMENT","l03_ord_012","practice:hear_bab_pick_word.prompt","lesson_03/voiceover/l03_ord_012_normal.mp3"
"V2-A1-03-PREVIEW","One Word, Connected Shape","L03_SEG_013","instruction_prompt","باب","What does باب mean?","Instructional prompt. Keep the action verb crisp, leave one clean beat before the Arabic, and allow answer space at the end.","5","REPEATABLE","NOT_REQUIRED","READY","l03_ord_013_normal.mp3","BATCH_A","REVISE_REQUIRED","NARRATION_SEGMENT","l03_ord_013","practice:see_bab_pick_meaning.prompt","lesson_03/voiceover/l03_ord_013_normal.mp3"
"V2-A1-03-PREVIEW","One Word, Connected Shape","L03_SEG_014","instruction_prompt","باب","Inside باب, which family shows up at both ends?","Instructional prompt. Keep the action verb crisp, leave one clean beat before the Arabic, and allow answer space at the end.","6","REPEATABLE","NOT_REQUIRED","READY","l03_ord_014_normal.mp3","BATCH_A","REVISE_REQUIRED","NARRATION_SEGMENT","l03_ord_014","practice:recognize_b_family_inside_bab.prompt","lesson_03/voiceover/l03_ord_014_normal.mp3"
"V2-A1-03-PREVIEW","One Word, Connected Shape","L03_SEG_015","instruction_prompt","","The meaning prompt is all you get now. Type the Arabic word for door.","Instructional prompt. Keep the action verb crisp and allow a short answer pause at the end.","6","REPEATABLE","NOT_REQUIRED","READY","l03_ord_015_normal.mp3","BATCH_A","REVISE_REQUIRED","NARRATION_SEGMENT","l03_ord_015","practice:recall_bab_from_meaning.prompt","lesson_03/voiceover/l03_ord_015_normal.mp3"
"V2-A1-03-PREVIEW","One Word, Connected Shape","L03_SEG_016","instruction_prompt","باب","Look at باب. Type the family that repeats at the beginning and end.","Instructional prompt. Keep the action verb crisp, leave one clean beat before the Arabic, and allow answer space at the end.","6","REPEATABLE","NOT_REQUIRED","READY","l03_ord_016_normal.mp3","BATCH_A","REVISE_REQUIRED","NARRATION_SEGMENT","l03_ord_016","practice:recall_repeated_family_in_bab.prompt","lesson_03/voiceover/l03_ord_016_normal.mp3"
"V2-A1-03-PREVIEW","One Word, Connected Shape","L03_SEG_017","instruction_prompt","باب","Build the connected word path for باب from beginning to end.","Instructional prompt. Keep the action verb crisp, leave one clean beat before the Arabic, and allow answer space at the end.","6","REPEATABLE","NOT_REQUIRED","READY","l03_ord_017_normal.mp3","BATCH_A","REVISE_REQUIRED","NARRATION_SEGMENT","l03_ord_017","practice:build_bab_from_connection.prompt","lesson_03/voiceover/l03_ord_017_normal.mp3"
"V2-A1-03-PREVIEW","One Word, Connected Shape","L03_AR_001","word","باب","display=باب ; transliteration=baab ; meaning=door","Single Arabic word. Neutral model, one clean pronunciation, no extra sentence melody.","3","REPEATABLE","NOT_REQUIRED","READY","l03_ar_001_normal.mp3","BATCH_A","REVISE_REQUIRED","ARABIC_ASSET","l03_ar_001","content:input_bab_word","lesson_03/voiceover/l03_ar_001_normal.mp3"
"V2-A1-03-PREVIEW","One Word, Connected Shape","L03_AR_002","list","باب / كتاب / بيت","display=باب / كتاب / بيت","Arabic list, not a sentence. Give each item its own beat and keep the order clean.","5","REPEATABLE","NOT_REQUIRED","READY","l03_ar_002_normal.mp3","BATCH_A","REVISE_REQUIRED","ARABIC_ASSET","l03_ar_002","content:contrast_known_words","lesson_03/voiceover/l03_ar_002_normal.mp3"
"V2-A1-03-PREVIEW","One Word, Connected Shape","L03_AR_003","fragment","ب","display=ب","Orthographic fragment. Keep it isolated and do not improvise its spoken treatment. Hold from export until this line is manually cleared. The repeated-family cue is an orthographic fragment rather than a self-evident spoken target.","2","ONE_PASS","REQUIRED","HOLD","l03_ar_003_normal.mp3","BATCH_A","REVISE_REQUIRED","ARABIC_ASSET","l03_ar_003","practice:recall_repeated_family_in_bab.expectedAnswer","lesson_03/voiceover/l03_ar_003_normal.mp3"
"V2-A1-03-PREVIEW","One Word, Connected Shape","L03_AR_004","build_artifact","بـ ا ـب","display=بـ ا ـب","Build artifact, not natural continuous speech. Keep it out of blind TTS export until confirmed. Hold from export until this line is manually cleared. The connection path بـ ا ـب is a UI build artifact, not natural continuous Arabic speech.","3","ONE_PASS","NOT_REQUIRED","HOLD","l03_ar_004_normal.mp3","BATCH_A","REVISE_REQUIRED","ARABIC_ASSET","l03_ar_004","practice:build_bab_from_connection.expectedAnswer","lesson_03/voiceover/l03_ar_004_normal.mp3"
"V2-A1-04-PREVIEW","Reading Support For Real Words","L04_SEG_001","opening","","Reading Support For Real Words","Short open. Calm lift on the first words, then a clean stop.","3","ONE_PASS","NOT_REQUIRED","READY","l04_ord_001_normal.mp3","BATCH_A","NATIVE_REVIEW_REQUIRED","NARRATION_SEGMENT","l04_ord_001","lesson.title","lesson_04/voiceover/l04_ord_001_normal.mp3"
"V2-A1-04-PREVIEW","Reading Support For Real Words","L04_SEG_002","opening","كِتاب بَاب","You can read كِتاب and بَاب with beginner support and start catching them inside tiny Arabic snippets.","Steady overview line. Keep the English flowing and slow slightly around Arabic inserts.","7","ONE_PASS","NOT_REQUIRED","READY","l04_ord_002_normal.mp3","BATCH_A","NATIVE_REVIEW_REQUIRED","NARRATION_SEGMENT","l04_ord_002","lesson.outcomeSummary","lesson_04/voiceover/l04_ord_002_normal.mp3"
"V2-A1-04-PREVIEW","Reading Support For Real Words","L04_SEG_003","opening","كِتاب بَاب","Distinguish and read كِتاب and بَاب with beginner support.","Steady overview line. Keep the English flowing and slow slightly around Arabic inserts.","6","REPEATABLE","NOT_REQUIRED","READY","l04_ord_003_normal.mp3","BATCH_A","NATIVE_REVIEW_REQUIRED","NARRATION_SEGMENT","l04_ord_003","objective:distinguish_read_supported_real_words","lesson_04/voiceover/l04_ord_003_normal.mp3"
"V2-A1-04-PREVIEW","Reading Support For Real Words","L04_SEG_004","section_header","","Lesson Goal","Short open. Calm lift on the first words, then a clean stop.","3","ONE_PASS","NOT_REQUIRED","READY","l04_ord_004_normal.mp3","BATCH_A","NATIVE_REVIEW_REQUIRED","NARRATION_SEGMENT","l04_ord_004","content:goal_supported_real_words.title","lesson_04/voiceover/l04_ord_004_normal.mp3"
"V2-A1-04-PREVIEW","Reading Support For Real Words","L04_SEG_005","teaching_narration","","Use beginner reading support to read real words you now know, not abstract symbol drills.","Teaching line. Warm, calm, and conversational with one clear sentence boundary.","5","ONE_PASS","NOT_REQUIRED","READY","l04_ord_005_normal.mp3","BATCH_A","NATIVE_REVIEW_REQUIRED","NARRATION_SEGMENT","l04_ord_005","content:goal_supported_real_words.body","lesson_04/voiceover/l04_ord_005_normal.mp3"
