"lesson_id","lesson_title","segment_id","segment_type","approved_audio_filename","planned_audio_filename","batch_id","qc_status","import_status","target_asset_path","script_text_ar","script_text_support","target_duration_sec","delivery_note","final_resolution","notes"
"lesson_05_qalam_first_real_word_extension","One More Real Word: قلم","L05_SEG_004","section_header","","l05_ord_004_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_05/voiceover/l05_ord_004_normal.mp3","","Lesson Goal","3","Short open. Calm lift on the first words, then a clean stop.","READY_FOR_IMPORT",""
"lesson_05_qalam_first_real_word_extension","One More Real Word: قلم","L05_SEG_005","teaching_narration","","l05_ord_005_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_05/voiceover/l05_ord_005_normal.mp3","قلم","Add one more real Arabic word to your pack: قلم = pen.","5","Teaching line. Warm and clear. Slow slightly around the Arabic and return to the base pace after it.","READY_FOR_IMPORT",""
"lesson_05_qalam_first_real_word_extension","One More Real Word: قلم","L05_SEG_006","section_header","","l05_ord_006_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_05/voiceover/l05_ord_006_normal.mp3","","One More Real Word","3","Short open. Calm lift on the first words, then a clean stop.","READY_FOR_IMPORT",""
"lesson_05_qalam_first_real_word_extension","One More Real Word: قلم","L05_SEG_007","teaching_narration","","l05_ord_007_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_05/voiceover/l05_ord_007_normal.mp3","قلم","Meet قلم as one more useful Arabic word. Keep the whole shape, sound, and meaning together.","6","Teaching line. Warm and clear. Slow slightly around the Arabic and return to the base pace after it.","READY_FOR_IMPORT",""
"lesson_05_qalam_first_real_word_extension","One More Real Word: قلم","L05_SEG_008","section_header","","l05_ord_008_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_05/voiceover/l05_ord_008_normal.mp3","","Your Pack Is Growing","3","Short open. Calm lift on the first words, then a clean stop.","READY_FOR_IMPORT",""
"lesson_05_qalam_first_real_word_extension","One More Real Word: قلم","L05_SEG_009","teaching_narration","","l05_ord_009_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_05/voiceover/l05_ord_009_normal.mp3","كتاب باب قلم","كتاب and باب stay nearby as safe anchors, but this lesson is really about owning قلم as your next real word.","7","Teaching line. Warm and clear. Slow slightly around the Arabic and return to the base pace after it.","READY_FOR_IMPORT",""
"lesson_05_qalam_first_real_word_extension","One More Real Word: قلم","L05_SEG_010","section_header","","l05_ord_010_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_05/voiceover/l05_ord_010_normal.mp3","","See It In The Pack","3","Short open. Calm lift on the first words, then a clean stop.","READY_FOR_IMPORT",""
"lesson_05_qalam_first_real_word_extension","One More Real Word: قلم","L05_SEG_011","teaching_narration","","l05_ord_011_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_05/voiceover/l05_ord_011_normal.mp3","قلم","Use whole-word contrast only. قلم should feel like another real item in the pack, not a return to isolated script study.","7","Teaching line. Warm and clear. Slow slightly around the Arabic and return to the base pace after it.","READY_FOR_IMPORT",""
"lesson_05_qalam_first_real_word_extension","One More Real Word: قلم","L05_SEG_012","instruction_prompt","","l05_ord_012_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_05/voiceover/l05_ord_012_normal.mp3","قلم","In this lesson, قلم means...","5","Instructional prompt. Keep the action verb crisp, leave one clean beat before the Arabic, and allow answer space at the end.","READY_FOR_IMPORT",""
"lesson_05_qalam_first_real_word_extension","One More Real Word: قلم","L05_SEG_013","instruction_prompt","","l05_ord_013_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_05/voiceover/l05_ord_013_normal.mp3","","Which Arabic word means pen?","5","Instructional prompt. Keep the action verb crisp and allow a short answer pause at the end.","READY_FOR_IMPORT",""
"lesson_05_qalam_first_real_word_extension","One More Real Word: قلم","L05_SEG_014","instruction_prompt","","l05_ord_014_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_05/voiceover/l05_ord_014_normal.mp3","قلم","Listen, then tap قلم.","5","Instructional prompt. Keep the action verb crisp, leave one clean beat before the Arabic, and allow answer space at the end.","READY_FOR_IMPORT",""
"lesson_05_qalam_first_real_word_extension","One More Real Word: قلم","L05_SEG_015","instruction_prompt","","l05_ord_015_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_05/voiceover/l05_ord_015_normal.mp3","","You mean pen. Recall the Arabic word from memory.","5","Instructional prompt. Keep the action verb crisp and allow a short answer pause at the end.","READY_FOR_IMPORT",""
"lesson_05_qalam_first_real_word_extension","One More Real Word: قلم","L05_SEG_016","instruction_prompt","","l05_ord_016_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_05/voiceover/l05_ord_016_normal.mp3","قلم","See pen, say قلم once, then type it to lock it in.","6","Instructional prompt. Keep the action verb crisp, leave one clean beat before the Arabic, and allow answer space at the end.","READY_FOR_IMPORT",""
"lesson_05_qalam_first_real_word_extension","One More Real Word: قلم","L05_AR_001","word","","l05_ar_001_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_05/voiceover/l05_ar_001_normal.mp3","قلم","display=قلم ; transliteration=qalam ; meaning=pen","3","Single Arabic word. Neutral model, one clean pronunciation, no extra sentence melody.","READY_FOR_IMPORT",""
"lesson_05_qalam_first_real_word_extension","One More Real Word: قلم","L05_AR_002","list","","l05_ar_002_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_05/voiceover/l05_ar_002_normal.mp3","كتاب / باب / قلم","display=كتاب / باب / قلم","5","Arabic list, not a sentence. Give each item its own beat and keep the order clean.","READY_FOR_IMPORT",""
"lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_001","opening","","l06_ord_001_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_06/voiceover/l06_ord_001_normal.mp3","","This Is... Your First Fixed Expression","3","Short open. Calm lift on the first words, then a clean stop.","READY_FOR_IMPORT",""
"lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_002","opening","","l06_ord_002_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_06/voiceover/l06_ord_002_normal.mp3","هذا كتاب هذا قلم","After this lesson, you can understand, build, and say هذا كتاب and هذا قلم.","7","Steady overview line. Keep the English flowing and slow slightly around Arabic inserts.","READY_FOR_IMPORT",""
"lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_003","opening","","l06_ord_003_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_06/voiceover/l06_ord_003_normal.mp3","هذا","Understand, build, and recall one fixed هذا + noun expression frame.","6","Steady overview line. Keep the English flowing and slow slightly around Arabic inserts.","READY_FOR_IMPORT",""
"lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_004","section_header","","l06_ord_004_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_06/voiceover/l06_ord_004_normal.mp3","","Lesson Goal","3","Short open. Calm lift on the first words, then a clean stop.","READY_FOR_IMPORT",""
"lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_005","teaching_narration","","l06_ord_005_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_06/voiceover/l06_ord_005_normal.mp3","هذا","Turn known words into your first tiny Arabic line: هذا + noun.","5","Teaching line. Warm and clear. Slow slightly around the Arabic and return to the base pace after it.","READY_FOR_IMPORT",""
"lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_006","section_header","","l06_ord_006_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_06/voiceover/l06_ord_006_normal.mp3","","First Short Line","3","Short open. Calm lift on the first words, then a clean stop.","READY_FOR_IMPORT",""
"lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_007","teaching_narration","","l06_ord_007_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_06/voiceover/l06_ord_007_normal.mp3","هذا كتاب","Start with one useful whole line. هذا كتاب should feel like one tiny readable chunk, not a grammar lecture.","6","Teaching line. Warm and clear. Slow slightly around the Arabic and return to the base pace after it.","READY_FOR_IMPORT",""
"lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_008","section_header","","l06_ord_008_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_06/voiceover/l06_ord_008_normal.mp3","","Reuse The New Word","3","Short open. Calm lift on the first words, then a clean stop.","READY_FOR_IMPORT",""
"lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_009","teaching_narration","","l06_ord_009_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_06/voiceover/l06_ord_009_normal.mp3","هذا قلم","Now reuse the same frame with your new word: هذا قلم.","5","Teaching line. Warm and clear. Slow slightly around the Arabic and return to the base pace after it.","READY_FOR_IMPORT",""
"lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_010","section_header","","l06_ord_010_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_06/voiceover/l06_ord_010_normal.mp3","","One Stable Opening","3","Short open. Calm lift on the first words, then a clean stop.","READY_FOR_IMPORT",""
"lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_011","teaching_narration","","l06_ord_011_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_06/voiceover/l06_ord_011_normal.mp3","","Keep the opening stable and let the noun change. That is the beginner win here.","5","Teaching line. Warm, calm, and conversational with one clear sentence boundary.","READY_FOR_IMPORT",""
"lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_012","instruction_prompt","","l06_ord_012_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_06/voiceover/l06_ord_012_normal.mp3","هذا كتاب","What does هذا كتاب mean?","5","Instructional prompt. Keep the action verb crisp, leave one clean beat before the Arabic, and allow answer space at the end.","READY_FOR_IMPORT",""
"lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_013","instruction_prompt","","l06_ord_013_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_06/voiceover/l06_ord_013_normal.mp3","","Which line means this is a pen?","5","Instructional prompt. Keep the action verb crisp and allow a short answer pause at the end.","READY_FOR_IMPORT",""
"lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_014","instruction_prompt","","l06_ord_014_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_06/voiceover/l06_ord_014_normal.mp3","هذا كتاب","Listen first, then tap هذا كتاب.","5","Instructional prompt. Keep the action verb crisp, leave one clean beat before the Arabic, and allow answer space at the end.","READY_FOR_IMPORT",""
"lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_015","instruction_prompt","","l06_ord_015_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_06/voiceover/l06_ord_015_normal.mp3","","Build the full line for this is a pen.","5","Instructional prompt. Keep the action verb crisp and allow a short answer pause at the end.","READY_FOR_IMPORT",""
"lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_016","instruction_prompt","","l06_ord_016_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_06/voiceover/l06_ord_016_normal.mp3","","Now recall the full line for this is a book.","5","Instructional prompt. Keep the action verb crisp and allow a short answer pause at the end.","READY_FOR_IMPORT",""
"lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_SEG_017","instruction_prompt","","l06_ord_017_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_06/voiceover/l06_ord_017_normal.mp3","","See the line, say it once, then type it to finish strong.","5","Instructional prompt. Keep the action verb crisp and allow a short answer pause at the end.","READY_FOR_IMPORT",""
"lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_AR_001","short_phrase","","l06_ar_001_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_06/voiceover/l06_ar_001_normal.mp3","هذا كتاب","display=هذا كتاب ; transliteration=hadha kitab ; meaning=this is a book","3","Short Arabic phrase. Keep the word boundary clear and easy to repeat once.","READY_FOR_IMPORT",""
"lesson_06_hadha_first_fixed_expression","This Is... Your First Fixed Expression","L06_AR_002","short_phrase","","l06_ar_002_normal.mp3","BATCH_B","QC_PASS","READY_FOR_IMPORT","lesson_06/voiceover/l06_ar_002_normal.mp3","هذا قلم","display=هذا قلم ; transliteration=hadha qalam ; meaning=this is a pen","3","Short Arabic phrase. Keep the word boundary clear and easy to repeat once.","READY_FOR_IMPORT",""
